Sport,Gender,Event,Medal,Team
Figure Skating,F,Pairs,BRONZE,East Germany
Football,M,Team Soccer,GOLD,Poland
Football,M,Team Soccer,SILVER,Hungary
Football,M,Team Soccer,BRONZE,Soviet Union
Football,M,Team Soccer,BRONZE,East Germany
Gymnastics,F,Individual All-around,SILVER,East Germany
Gymnastics,F,Team All-Around,SILVER,East Germany
Gymnastics,F,Uneven Bars,GOLD,East Germany
Gymnastics,M,Horse Vault,GOLD,East Germany
Gymnastics,F,Horse Vault,GOLD,East Germany
Gymnastics,F,Balance Beam,BRONZE,East Germany
Handball,M,Team,GOLD,Yugoslavia
Handball,M,Team,SILVER,Czechoslovakia
Handball,M,Team,BRONZE,Romania
Judo,M,Lightweight,BRONZE,France
Judo,M,Lightweight,BRONZE,North Korea
Judo,M,Half Middleweight,GOLD,Japan
Judo,M,Half Middleweight,SILVER,Poland
Judo,M,Half Middleweight,BRONZE,Soviet Union
Judo,M,Half Middleweight,BRONZE,East Germany
Judo,M,Middleweight,SILVER,South Korea
Judo,M,Middleweight,BRONZE,Great Britain
Judo,M,Middleweight,BRONZE,France
Judo,M,Half Heavyweight,GOLD,Soviet Union
Judo,M,Half Heavyweight,SILVER,Great Britain
Judo,M,Half Heavyweight,BRONZE,West Germany
Judo,M,Half Heavyweight,BRONZE,Brazil
Judo,M,Heavyweight,GOLD,Netherlands
Judo,M,Heavyweight,SILVER,West Germany
Judo,M,Heavyweight,BRONZE,Japan
Judo,M,Open Class,SILVER,Soviet Union
Judo,M,Open Class,BRONZE,France
Luge,M,Singles,GOLD,East Germany
Luge,F,Singles,GOLD,East Germany
Luge,F,Singles,SILVER,East Germany
Luge,F,Singles,BRONZE,East Germany
Luge,M,Doubles,GOLD,Italy
Luge,M,Doubles,BRONZE,East Germany
Modern Pentathlon,M,Team,SILVER,Hungary
Nordic Combined,M,Individual (15km+Jump),GOLD,East Germany
Nordic Combined,M,Individual (15km+Jump),SILVER,Finland
Rowing,M,Single Sculls,SILVER,Argentina
Rowing,M,Single Sculls,BRONZE,East Germany
Rowing,M,Double Sculls,SILVER,Norway
Rowing,M,Double Sculls,BRONZE,East Germany
Rowing,M,Coxless Pairs,BRONZE,Netherlands
Rowing,M,Coxless Fours,SILVER,New Zealand
Rowing,M,Coxless Fours,BRONZE,West Germany
Rowing,M,Coxed Pairs,GOLD,East Germany
Rowing,M,Coxed Pairs,SILVER,Czechoslovakia
Rowing,M,Coxed Pairs,BRONZE,Romania
Rowing,M,Coxed Fours,GOLD,West Germany
Rowing,M,Coxed Fours,BRONZE,Czechoslovakia
Rowing,M,Coxed Eights,GOLD,New Zealand
Rowing,M,Coxed Eights,SILVER,United States
Rowing,M,Coxed Eights,BRONZE,East Germany
Sailing,M,Mixed One Person Dinghy,SILVER,Greece
Sailing,M,Mixed One Person Dinghy,BRONZE,Soviet Union
Sailing,M,Mixed Two Person Keelboat,GOLD,Australia
Sailing,M,Mixed Two Person Keelboat,BRONZE,West Germany
Sailing,M,Mixed Two Person Heavyweight Dinghy,SILVER,France
Sailing,M,Mixed Two Person Heavyweight Dinghy,BRONZE,West Germany
Sailing,M,Mixed Three Person Keelboat,GOLD,Australia
Sailing,M,Mixed Three Person Keelboat,SILVER,East Germany
Sailing,M,Mixed Three Person Keelboat,BRONZE,Canada
Shooting,M,25m Rapid-Fire Pistol,SILVER,Czechoslovakia
Shooting,M,50m Free Pistol,SILVER,Romania
Shooting,M,50m Free Pistol,BRONZE,Austria
Shooting,M,50m Running Target,GOLD,Soviet Union
Shooting,M,50m Running Target,SILVER,Colombia
Shooting,M,50m Running Target,BRONZE,Great Britain
Shooting,M,"50m Small-Bore Rifle, Prone",GOLD,North Korea
Shooting,M,"50m Small-Bore Rifle, Prone",BRONZE,Romania
Shooting,M,"50m Small-Bore Rifle, Three Positions",BRONZE,East Germany
Shooting,M,"300m Free Rifle, 3 Positions",BRONZE,Hungary
Shooting,M,Skeet,GOLD,West Germany
Shooting,M,Skeet,SILVER,Soviet Union
Shooting,M,Skeet,BRONZE,East Germany
Ski Jumping,M,Large Hill,GOLD,Poland
Ski Jumping,M,Large Hill,SILVER,Switzerland
Ski Jumping,M,Large Hill,BRONZE,East Germany
Ski Jumping,M,Normal Hill,GOLD,Japan
Ski Jumping,M,Normal Hill,SILVER,Japan
Ski Jumping,M,Normal Hill,BRONZE,Japan
Speed Skating,M,500m,SILVER,Sweden
Speed Skating,F,500m,GOLD,United States
Speed Skating,F,1000m,GOLD,West Germany
Speed Skating,F,1000m,SILVER,Netherlands
Speed Skating,M,1500m,BRONZE,Sweden
Speed Skating,F,1500m,GOLD,United States
Speed Skating,F,3000m,SILVER,United States
Speed Skating,M,5000m,GOLD,Netherlands
Speed Skating,M,10000m,GOLD,Netherlands
Swimming,M,100m Freestyle,BRONZE,Soviet Union
Swimming,M,200m Freestyle,GOLD,United States
Swimming,M,200m Freestyle,BRONZE,West Germany
Swimming,F,200m Freestyle,GOLD,Australia
Swimming,F,400m Freestyle,SILVER,Italy
Swimming,F,400m Freestyle,BRONZE,East Germany
Swimming,F,800m Freestyle,SILVER,Australia
Swimming,F,800m Freestyle,BRONZE,Italy
Swimming,M,4x100m Freestyle Relay,BRONZE,East Germany
Swimming,F,4x100m Freestyle Relay,BRONZE,West Germany
Swimming,M,4x200m Freestyle Relay,SILVER,West Germany
Swimming,F,100m Backstroke,SILVER,Hungary
Swimming,F,200m Backstroke,SILVER,United States
Swimming,F,200m Backstroke,BRONZE,Canada
Swimming,M,100m Breaststroke,GOLD,Japan
Swimming,M,100m Breaststroke,SILVER,United States
Swimming,M,100m Breaststroke,BRONZE,United States
Swimming,F,100m Breaststroke,GOLD,United States
Swimming,F,100m Breaststroke,BRONZE,Australia
Swimming,M,100m Butterfly,SILVER,Canada
Swimming,F,100m Butterfly,GOLD,Japan
Swimming,F,100m Butterfly,SILVER,East Germany
Swimming,F,100m Butterfly,BRONZE,Hungary
Swimming,F,200m Butterfly,GOLD,United States
Swimming,F,200m Butterfly,SILVER,United States
Swimming,M,200m Individual Medley,GOLD,Sweden
Swimming,F,200m Individual Medley,GOLD,Australia
Swimming,F,200m Individual Medley,SILVER,East Germany
Swimming,M,400m Individual Medley,GOLD,Sweden
Swimming,M,400m Individual Medley,BRONZE,Hungary
Swimming,F,400m Individual Medley,GOLD,Australia
Swimming,F,400m Individual Medley,SILVER,Canada
Swimming,F,400m Individual Medley,BRONZE,Italy
Swimming,M,4x100m Medley Relay,BRONZE,Canada
Swimming,F,4x100m Medley Relay,SILVER,East Germany
Volleyball,M,"Indoor, Teams",GOLD,Japan
Volleyball,M,"Indoor, Teams",SILVER,East Germany
Volleyball,M,"Indoor, Teams",BRONZE,Soviet Union
Volleyball,F,"Indoor, Teams",BRONZE,North Korea
Water Polo,M,Team,GOLD,Soviet Union
Weightlifting,M,Flyweight,GOLD,Poland
Weightlifting,M,Flyweight,SILVER,Hungary
Weightlifting,M,Flyweight,BRONZE,Hungary
Weightlifting,M,Bantamweight,GOLD,Hungary
Weightlifting,M,Bantamweight,BRONZE,Soviet Union
Weightlifting,M,Featherweight,GOLD,Bulgaria
Weightlifting,M,Featherweight,BRONZE,Hungary
Weightlifting,M,Lightweight,SILVER,Bulgaria
Weightlifting,M,Middleweight,GOLD,Bulgaria
Weightlifting,M,Middleweight,SILVER,Lebanon
Weightlifting,M,Light Heavyweight,GOLD,Norway
Weightlifting,M,Light Heavyweight,SILVER,Poland
Weightlifting,M,Middle Heavyweight,GOLD,Bulgaria
Weightlifting,M,Middle Heavyweight,SILVER,Bulgaria
Weightlifting,M,Middle Heavyweight,BRONZE,Sweden
Weightlifting,M,Heavyweight,SILVER,Bulgaria
Weightlifting,M,Heavyweight,BRONZE,East Germany
Weightlifting,M,Super Heavyweight,GOLD,Soviet Union
Weightlifting,M,Super Heavyweight,SILVER,West Germany
Weightlifting,M,Super Heavyweight,BRONZE,East Germany
Wrestling,M,Freestyle Light Flyweight,GOLD,Soviet Union
Wrestling,M,Freestyle Light Flyweight,SILVER,Bulgaria
Wrestling,M,Freestyle Light Flyweight,BRONZE,Iran
Wrestling,M,Freestyle Flyweight,SILVER,Soviet Union
Wrestling,M,Freestyle Flyweight,BRONZE,North Korea
Wrestling,M,Freestyle Bantamweight,BRONZE,Hungary
Wrestling,M,Freestyle Featherweight,GOLD,Soviet Union
Wrestling,M,Freestyle Featherweight,SILVER,Turkey
Wrestling,M,Freestyle Featherweight,BRONZE,Bulgaria
Wrestling,M,Freestyle Welterweight,BRONZE,West Germany
Wrestling,M,Freestyle Middleweight,BRONZE,Romania
Wrestling,M,Freestyle Heavyweight,SILVER,Mongolia
Wrestling,M,Freestyle Heavyweight,BRONZE,Hungary
Wrestling,M,Freestyle Super Heavyweight,GOLD,Soviet Union
Wrestling,M,Freestyle Super Heavyweight,SILVER,Bulgaria
Wrestling,M,Freestyle Super Heavyweight,BRONZE,United States
Wrestling,M,Greco-Roman Light Flyweight,GOLD,Romania
Wrestling,M,Greco-Roman Light Flyweight,SILVER,Iran
Wrestling,M,Greco-Roman Light Flyweight,BRONZE,Bulgaria
Wrestling,M,Greco-Roman Flyweight,SILVER,Japan
Wrestling,M,Greco-Roman Flyweight,BRONZE,Italy
Wrestling,M,Greco-Roman Bantamweight,SILVER,West Germany
Wrestling,M,Greco-Roman Featherweight,GOLD,Bulgaria
Wrestling,M,Greco-Roman Featherweight,SILVER,East Germany
Wrestling,M,Greco-Roman Featherweight,BRONZE,Poland
Wrestling,M,Greco-Roman Lightweight,SILVER,Bulgaria
Wrestling,M,Greco-Roman Lightweight,BRONZE,Italy
Wrestling,M,Greco-Roman Welterweight,GOLD,Czechoslovakia
Wrestling,M,Greco-Roman Welterweight,SILVER,Greece
Wrestling,M,Greco-Roman Middleweight,GOLD,Hungary
Wrestling,M,Greco-Roman Light Heavyweight,SILVER,Yugoslavia
Wrestling,M,Greco-Roman Light Heavyweight,BRONZE,Poland
Wrestling,M,Greco-Roman Heavyweight,GOLD,Romania
Wrestling,M,Greco-Roman Super Heavyweight,GOLD,Soviet Union
Wrestling,M,Greco-Roman Super Heavyweight,SILVER,Bulgaria
Wrestling,M,Greco-Roman Super Heavyweight,BRONZE,Romania
Alpine Skiing,M,Downhill,BRONZE,Italy
Alpine Skiing,F,Downhill,GOLD,West Germany
Alpine Skiing,M,Giant Slalom,BRONZE,Sweden
Alpine Skiing,F,Giant Slalom,SILVER,West Germany
Alpine Skiing,F,Giant Slalom,BRONZE,France
Alpine Skiing,M,Slalom,GOLD,Italy
Alpine Skiing,M,Slalom,BRONZE,Liechtenstein
Alpine Skiing,F,Slalom,GOLD,West Germany
Alpine Skiing,F,Slalom,SILVER,Italy
Alpine Skiing,F,Slalom,BRONZE,Liechtenstein
Archery,M,Individual,SILVER,Japan
Archery,M,Individual,BRONZE,Italy
Archery,F,Individual,SILVER,Soviet Union
Athletics,M,100m,GOLD,Trinidad & Tobago
Athletics,M,100m,BRONZE,Soviet Union
Athletics,F,100m,GOLD,West Germany
Athletics,F,100m,SILVER,East Germany
Athletics,F,100m,BRONZE,West Germany
Athletics,M,200m,GOLD,Jamaica
Athletics,F,200m,SILVER,West Germany
Athletics,F,200m,BRONZE,East Germany
Athletics,M,400m,GOLD,Cuba
Athletics,F,400m,GOLD,Poland
Athletics,F,400m,SILVER,East Germany
Athletics,F,400m,BRONZE,East Germany
Athletics,M,800m,GOLD,Cuba
Athletics,F,800m,SILVER,Bulgaria
Athletics,M,1500m,SILVER,Belgium
Athletics,F,1500m,BRONZE,East Germany
Athletics,M,5000m,SILVER,New Zealand
Athletics,M,5000m,BRONZE,West Germany
Athletics,M,10000m,SILVER,Portugal
Athletics,M,Marathon,GOLD,East Germany
Athletics,F,100m Hurdles,SILVER,Soviet Union
Athletics,F,100m Hurdles,BRONZE,Soviet Union
Athletics,M,110m Hurdles,GOLD,France
Athletics,M,110m Hurdles,SILVER,Cuba
Athletics,M,400m Hurdles,BRONZE,Soviet Union
Athletics,M,3000m Steeplechase,SILVER,Poland
Athletics,M,3000m Steeplechase,BRONZE,East Germany
Athletics,M,4x100m Relay,SILVER,East Germany
Athletics,M,4x100m Relay,BRONZE,Soviet Union
Athletics,F,4x100m Relay,GOLD,East Germany
Athletics,F,4x100m Relay,SILVER,West Germany
Athletics,M,4x400m Relay,SILVER,Poland
Athletics,F,4x400m Relay,BRONZE,Soviet Union
Athletics,M,20km Walk,GOLD,Mexico
Athletics,M,20km Walk,SILVER,East Germany
Athletics,M,High Jump,GOLD,Poland
Athletics,M,High Jump,SILVER,Canada
Athletics,F,High Jump,GOLD,East Germany
Athletics,F,High Jump,SILVER,Italy
Athletics,F,High Jump,BRONZE,Bulgaria
Athletics,M,Long Jump,BRONZE,East Germany
Athletics,F,Long Jump,GOLD,East Germany
Athletics,M,Pole Vault,GOLD,Poland
Athletics,F,Discus Throw,GOLD,East Germany
Athletics,F,Discus Throw,SILVER,Bulgaria
Athletics,F,Discus Throw,BRONZE,East Germany
Athletics,M,Javelin Throw,GOLD,Hungary
Athletics,M,Javelin Throw,BRONZE,Romania
Athletics,F,Javelin Throw,SILVER,West Germany
Athletics,M,Shot Put,GOLD,East Germany
Athletics,M,Shot Put,SILVER,Soviet Union
Athletics,F,Shot Put,GOLD,Bulgaria
Athletics,F,Shot Put,BRONZE,Czechoslovakia
Athletics,F,Pentathlon,GOLD,East Germany
Athletics,F,Pentathlon,SILVER,East Germany
Basketball,F,Team,GOLD,Soviet Union
Basketball,F,Team,SILVER,United States
Basketball,F,Team,BRONZE,Bulgaria
Bobsleigh,M,2-Man Bobsled,GOLD,East Germany
Bobsleigh,M,4-Man Bobsled,GOLD,East Germany
Boxing,M,Light Flyweight,GOLD,Cuba
Boxing,M,Light Flyweight,BRONZE,Puerto Rico
Boxing,M,Light Flyweight,BRONZE,Thailand
Boxing,M,Flyweight,SILVER,Cuba
Boxing,M,Bantamweight,GOLD,North Korea
Boxing,M,Featherweight,GOLD,Cuba
Boxing,M,Featherweight,SILVER,East Germany
Boxing,M,Featherweight,BRONZE,Mexico
Boxing,M,Lightweight,SILVER,Romania
Boxing,M,Light Welterweight,BRONZE,Bulgaria
Boxing,M,Welterweight,SILVER,Venezuela
Boxing,M,Welterweight,BRONZE,West Germany
Boxing,M,Welterweight,BRONZE,Romania
Boxing,M,Light Middleweight,GOLD,Poland
Boxing,M,Light Middleweight,SILVER,Yugoslavia
Boxing,M,Light Middleweight,BRONZE,Cuba
Boxing,M,Middleweight,BRONZE,Cuba
Boxing,M,Light Heavyweight,BRONZE,Romania
Boxing,M,Heavyweight,BRONZE,Bermuda
Canoeing,M,C1 500m Canadian Singles,GOLD,Soviet Union
Canoeing,M,C1 500m Canadian Singles,SILVER,Canada
Canoeing,M,C1 500m Canadian Singles,BRONZE,Yugoslavia
Canoeing,M,C1 1000m Canadian Singles,GOLD,Yugoslavia
Canoeing,M,C1 1000m Canadian Singles,BRONZE,Hungary
Canoeing,M,C2 500m Canadian Pairs,GOLD,Soviet Union
Canoeing,M,C2 500m Canadian Pairs,SILVER,Poland
Canoeing,M,C2 500m Canadian Pairs,BRONZE,Hungary
Canoeing,M,K1 500m Kayak Singles,GOLD,Romania
Canoeing,M,K1 500m Kayak Singles,SILVER,Hungary
Canoeing,M,K1 500m Kayak Singles,BRONZE,East Germany
Canoeing,F,K1 500m Kayak Singles,GOLD,East Germany
Canoeing,F,K1 500m Kayak Singles,SILVER,Soviet Union
Canoeing,M,K1 1000m Kayak Singles,GOLD,East Germany
Canoeing,M,K2 500m Kayak Pairs,GOLD,East Germany
Canoeing,M,K2 500m Kayak Pairs,SILVER,Soviet Union
Canoeing,M,K2 500m Kayak Pairs,BRONZE,Romania
Canoeing,F,K2 500m Kayak Pairs,BRONZE,East Germany
Canoeing,M,K2 1000m Kayak Pairs,SILVER,East Germany
Canoeing,M,K2 1000m Kayak Pairs,BRONZE,Hungary
Canoeing,M,K4 1000m Kayak Fours,SILVER,Spain
Canoeing,M,K4 1000m Kayak Fours,BRONZE,East Germany
Cross-Country Skiing,F,5km,GOLD,Finland
Cross-Country Skiing,M,15km,GOLD,Soviet Union
Cross-Country Skiing,M,30km,SILVER,United States
Cross-Country Skiing,M,50km,SILVER,East Germany
Cross-Country Skiing,F,4x5km Relay,GOLD,Soviet Union
Cross-Country Skiing,F,4x5km Relay,SILVER,Finland
Cross-Country Skiing,F,4x5km Relay,BRONZE,East Germany
Cycling,M,Individual Road Race,BRONZE,Italy
Cycling,M,Team Time Trials,BRONZE,Denmark
Cycling,M,Individual Sprint,GOLD,Czechoslovakia
Cycling,M,Individual Sprint,BRONZE,East Germany
Cycling,M,1000m Time Trial,GOLD,East Germany
Cycling,M,1000m Time Trial,BRONZE,Denmark
Cycling,M,Individual Pursuit,GOLD,West Germany
Cycling,M,Individual Pursuit,SILVER,Netherlands
Cycling,M,Individual Pursuit,BRONZE,East Germany
Cycling,M,Team Pursuit,SILVER,Soviet Union
Diving,M,Platform,BRONZE,Soviet Union
Diving,F,Platform,GOLD,Soviet Union
Diving,M,Springboard,BRONZE,Soviet Union
Diving,F,Springboard,SILVER,East Germany
Equestrian,F,"Dressage, Individual",GOLD,Switzerland
Equestrian,F,"Dressage, Team",BRONZE,United States
Equestrian,M,"Jumping, Individual",GOLD,West Germany
Equestrian,M,"Jumping, Individual",SILVER,Canada
Equestrian,M,"Jumping, Team",GOLD,France
Equestrian,M,"Jumping, Team",SILVER,West Germany
Equestrian,M,"Jumping, Team",BRONZE,Belgium
Equestrian,M,"Three-Day Event, Individual",GOLD,United States
Equestrian,M,"Three-Day Event, Individual",BRONZE,West Germany
Equestrian,F,"Three-Day Event, Team",GOLD,United States
Equestrian,M,"Three-Day Event, Team",SILVER,West Germany
Fencing,F,"Foil, Individual",SILVER,Italy
Fencing,M,"Foil, Team",GOLD,West Germany
Fencing,F,"Foil, Team",SILVER,France
Fencing,F,"Foil, Team",BRONZE,Hungary
Fencing,M,"Épée, Individual",GOLD,West Germany
Fencing,M,"Épée, Individual",SILVER,West Germany
Fencing,M,"Épée, Team",GOLD,Sweden
Fencing,M,"Épée, Team",SILVER,West Germany
Fencing,M,"Sabre, Team",BRONZE,Romania
Field Hockey,M,Team,GOLD,New Zealand
Field Hockey,M,Team,BRONZE,Pakistan
Figure Skating,M,Individual,GOLD,Great Britain
Figure Skating,F,Individual,BRONZE,East Germany
Figure Skating,M,Pairs,SILVER,East Germany
Figure Skating,F,Pairs,SILVER,East Germany
Figure Skating,M,Ice Dancing,GOLD,Soviet Union
Figure Skating,F,Ice Dancing,GOLD,Soviet Union
Figure Skating,M,Ice Dancing,SILVER,Soviet Union
Figure Skating,F,Ice Dancing,SILVER,Soviet Union
Figure Skating,M,Ice Dancing,BRONZE,United States
Figure Skating,F,Ice Dancing,BRONZE,United States
Football,M,Team Soccer,GOLD,East Germany
Football,M,Team Soccer,SILVER,Poland
Gymnastics,F,Individual All-around,GOLD,Romania
Gymnastics,F,Team All-Around,SILVER,Romania
Gymnastics,M,Floor Exercises,BRONZE,United States
Gymnastics,M,Horizontal Bar,BRONZE,West Germany
Gymnastics,F,Uneven Bars,GOLD,Romania
Gymnastics,F,Uneven Bars,SILVER,Romania
Gymnastics,F,Balance Beam,GOLD,Romania
Gymnastics,F,Balance Beam,BRONZE,Romania
Gymnastics,M,Pommelled Horse,BRONZE,East Germany
Gymnastics,M,Rings,BRONZE,Romania
Handball,M,Team,GOLD,Soviet Union
Handball,M,Team,SILVER,Romania
Handball,M,Team,BRONZE,Poland
Handball,F,Team,GOLD,Soviet Union
Handball,F,Team,SILVER,East Germany
Handball,F,Team,BRONZE,Hungary
Ice Hockey,M,Ice Hockey,BRONZE,West Germany
Judo,M,Lightweight,GOLD,Cuba
Judo,M,Lightweight,SILVER,South Korea
Judo,M,Lightweight,BRONZE,Hungary
Judo,M,Lightweight,BRONZE,Italy
Judo,M,Half Middleweight,GOLD,Soviet Union
Judo,M,Half Middleweight,SILVER,Japan
Judo,M,Half Middleweight,BRONZE,Poland
Judo,M,Half Middleweight,BRONZE,France
Judo,M,Middleweight,SILVER,Soviet Union
Judo,M,Middleweight,BRONZE,Yugoslavia
Judo,M,Half Heavyweight,GOLD,Japan
Judo,M,Half Heavyweight,SILVER,Soviet Union
Judo,M,Half Heavyweight,BRONZE,Great Britain
Judo,M,Half Heavyweight,BRONZE,Switzerland
Judo,M,Heavyweight,GOLD,Soviet Union
Judo,M,Heavyweight,BRONZE,United States
Judo,M,Open Class,GOLD,Japan
Judo,M,Open Class,SILVER,Great Britain
Judo,M,Open Class,BRONZE,South Korea
Judo,M,Open Class,BRONZE,Soviet Union
Luge,M,Singles,SILVER,West Germany
Luge,M,Doubles,SILVER,West Germany
Luge,M,Doubles,BRONZE,Austria
Modern Pentathlon,M,Individual,GOLD,Poland
Modern Pentathlon,M,Individual,BRONZE,Czechoslovakia
Modern Pentathlon,M,Team,GOLD,Great Britain
Modern Pentathlon,M,Team,SILVER,Czechoslovakia
Nordic Combined,M,Individual (15km+Jump),SILVER,West Germany
Rowing,M,Single Sculls,GOLD,Finland
Rowing,F,Single Sculls,GOLD,East Germany
Rowing,F,Single Sculls,SILVER,United States
Rowing,F,Single Sculls,BRONZE,Soviet Union
Rowing,M,Double Sculls,GOLD,Norway
Rowing,M,Double Sculls,SILVER,Great Britain
Rowing,F,Double Sculls,GOLD,Bulgaria
Rowing,F,Double Sculls,SILVER,East Germany
Rowing,F,Double Sculls,BRONZE,Soviet Union
Rowing,M,Quadruple Sculls,GOLD,East Germany
Rowing,M,Quadruple Sculls,SILVER,Soviet Union
Rowing,M,Quadruple Sculls,BRONZE,Czechoslovakia
Rowing,F,Coxed Quadruple Sculls,GOLD,East Germany
Rowing,F,Coxed Quadruple Sculls,SILVER,Soviet Union
Rowing,F,Coxed Quadruple Sculls,BRONZE,Romania
Rowing,M,Coxless Pairs,BRONZE,West Germany
Rowing,F,Coxless Pairs,GOLD,Bulgaria
Rowing,F,Coxless Pairs,SILVER,East Germany
Rowing,F,Coxless Pairs,BRONZE,West Germany
Rowing,M,Coxless Fours,SILVER,Norway
Rowing,M,Coxed Pairs,BRONZE,Czechoslovakia
Rowing,M,Coxed Fours,GOLD,Soviet Union
Rowing,M,Coxed Fours,BRONZE,West Germany
Rowing,F,Coxed Fours,GOLD,East Germany
Rowing,F,Coxed Fours,SILVER,Bulgaria
Rowing,F,Coxed Fours,BRONZE,Soviet Union
Rowing,M,Coxed Eights,GOLD,East Germany
Rowing,M,Coxed Eights,BRONZE,New Zealand
Rowing,F,Coxed Eights,GOLD,East Germany
Rowing,F,Coxed Eights,SILVER,Soviet Union
Rowing,F,Coxed Eights,BRONZE,United States
Sailing,M,Mixed One Person Dinghy,GOLD,East Germany
Sailing,M,Mixed One Person Dinghy,BRONZE,Australia
Sailing,M,Mixed Two Person Dinghy,GOLD,West Germany
Sailing,M,Mixed Two Person Dinghy,SILVER,Spain
Sailing,M,Mixed Two Person Dinghy,BRONZE,Australia
Sailing,M,Mixed Two Person Heavyweight Dinghy,GOLD,West Germany
Sailing,M,Mixed Two Person Heavyweight Dinghy,BRONZE,Spain
Sailing,M,Mixed Two Person Keelboat,GOLD,Sweden
Sailing,M,Mixed Two Person Keelboat,SILVER,Soviet Union
Sailing,M,Tornado (Mixed Multihull),GOLD,Great Britain
Sailing,M,Tornado (Mixed Multihull),SILVER,United States
Sailing,M,Tornado (Mixed Multihull),BRONZE,West Germany
Sailing,M,Mixed Three Person Keelboat,SILVER,United States
Shooting,M,25m Rapid-Fire Pistol,GOLD,East Germany
Shooting,M,25m Rapid-Fire Pistol,SILVER,East Germany
Shooting,M,50m Free Pistol,GOLD,East Germany
Shooting,M,50m Free Pistol,SILVER,East Germany
Shooting,M,50m Running Target,SILVER,Soviet Union
Shooting,M,50m Running Target,BRONZE,Poland
Shooting,M,"50m Small-Bore Rifle, Prone",GOLD,West Germany
Shooting,M,"50m Small-Bore Rifle, Prone",SILVER,West Germany
Shooting,M,"50m Small-Bore Rifle, Prone",BRONZE,Soviet Union
Shooting,M,"50m Small-Bore Rifle, Three Positions",BRONZE,West Germany
Shooting,F,"50m Small-Bore Rifle, Three Positions",SILVER,United States
Shooting,M,Trap,SILVER,Portugal
Shooting,M,Skeet,GOLD,Czechoslovakia
Shooting,M,Skeet,SILVER,Netherlands
Shooting,M,Skeet,BRONZE,Poland
Ski Jumping,M,Large Hill,GOLD,Austria
Ski Jumping,M,Large Hill,SILVER,Austria
Ski Jumping,M,Normal Hill,GOLD,East Germany
Ski Jumping,M,Normal Hill,SILVER,East Germany
Speed Skating,F,500m,SILVER,Canada
Speed Skating,M,1000m,GOLD,United States
Speed Skating,M,1000m,SILVER,Norway
Speed Skating,M,1000m,BRONZE,Soviet Union
Speed Skating,F,1000m,SILVER,United States
Speed Skating,M,1500m,SILVER,Soviet Union
Speed Skating,M,1500m,BRONZE,Netherlands
Speed Skating,F,1500m,SILVER,United States
Speed Skating,F,3000m,SILVER,East Germany
Speed Skating,F,3000m,BRONZE,Norway
Speed Skating,M,10000m,BRONZE,Netherlands
Swimming,M,100m Freestyle,BRONZE,West Germany
Swimming,F,100m Freestyle,GOLD,East Germany
Swimming,F,100m Freestyle,SILVER,East Germany
Swimming,F,200m Freestyle,GOLD,East Germany
Swimming,F,200m Freestyle,BRONZE,Netherlands
Swimming,M,400m Freestyle,BRONZE,Soviet Union
Swimming,F,400m Freestyle,GOLD,East Germany
Swimming,F,400m Freestyle,BRONZE,Canada
Swimming,F,800m Freestyle,GOLD,East Germany
Swimming,F,800m Freestyle,BRONZE,United States
Swimming,M,4x200m Freestyle Relay,SILVER,Soviet Union
Swimming,M,100m Backstroke,BRONZE,East Germany
Swimming,F,100m Backstroke,GOLD,East Germany
Swimming,F,100m Backstroke,SILVER,East Germany
Swimming,F,100m Backstroke,BRONZE,Canada
Swimming,F,200m Backstroke,GOLD,East Germany
Swimming,F,200m Backstroke,SILVER,East Germany
Swimming,M,100m Breaststroke,SILVER,Great Britain
Swimming,F,100m Breaststroke,GOLD,East Germany
Swimming,F,100m Breaststroke,BRONZE,Soviet Union
Swimming,F,200m Breaststroke,SILVER,Soviet Union
Swimming,F,100m Butterfly,GOLD,East Germany
Swimming,F,200m Butterfly,GOLD,East Germany
Swimming,F,200m Butterfly,BRONZE,East Germany
Swimming,M,400m Individual Medley,BRONZE,Soviet Union
Swimming,F,400m Individual Medley,GOLD,East Germany
Swimming,F,400m Individual Medley,BRONZE,Canada
Swimming,M,4x100m Medley Relay,SILVER,Canada
Swimming,M,4x100m Medley Relay,BRONZE,West Germany
Swimming,F,4x100m Medley Relay,GOLD,East Germany
Swimming,F,4x100m Medley Relay,SILVER,United States
Swimming,F,4x100m Medley Relay,BRONZE,Canada
Volleyball,M,"Indoor, Teams",GOLD,Poland
Volleyball,M,"Indoor, Teams",SILVER,Soviet Union
Volleyball,M,"Indoor, Teams",BRONZE,Cuba
Volleyball,F,"Indoor, Teams",BRONZE,South Korea
Water Polo,M,Team,SILVER,Italy
Weightlifting,M,Flyweight,GOLD,Soviet Union
Weightlifting,M,Flyweight,BRONZE,Iran
Weightlifting,M,Bantamweight,GOLD,Bulgaria
Weightlifting,M,Bantamweight,SILVER,Poland
Weightlifting,M,Featherweight,SILVER,Bulgaria
Weightlifting,M,Lightweight,SILVER,France
Weightlifting,M,Middleweight,BRONZE,East Germany
Weightlifting,M,Light Heavyweight,SILVER,Bulgaria
Weightlifting,M,Middle Heavyweight,BRONZE,Bulgaria
Weightlifting,M,Heavyweight,BRONZE,Poland
Weightlifting,M,Super Heavyweight,SILVER,East Germany
Wrestling,M,Freestyle Light Flyweight,GOLD,Bulgaria
Wrestling,M,Freestyle Light Flyweight,SILVER,Soviet Union
