Sport,Gender,Event,Medal,Team
Weightlifting,M,Lightweight,BRONZE,France
Weightlifting,M,Middleweight,BRONZE,Netherlands
Weightlifting,M,Light Heavyweight,GOLD,Egypt
Weightlifting,M,Light Heavyweight,SILVER,France
Weightlifting,M,Light Heavyweight,BRONZE,Netherlands
Weightlifting,M,Heavyweight,GOLD,Germany
Weightlifting,M,Heavyweight,SILVER,Estonia
Weightlifting,M,Heavyweight,BRONZE,Czechoslovakia
Wrestling,M,Freestyle Bantamweight,SILVER,Belgium
Wrestling,M,Freestyle Featherweight,SILVER,Finland
Wrestling,M,Freestyle Featherweight,BRONZE,Switzerland
Wrestling,M,Freestyle Lightweight,GOLD,Estonia
Wrestling,M,Freestyle Lightweight,SILVER,France
Wrestling,M,Freestyle Welterweight,GOLD,Finland
Wrestling,M,Freestyle Welterweight,BRONZE,Canada
Wrestling,M,Freestyle Middleweight,SILVER,Canada
Wrestling,M,Freestyle Light Heavyweight,BRONZE,France
Wrestling,M,Freestyle Heavyweight,GOLD,Sweden
Wrestling,M,Freestyle Heavyweight,SILVER,Finland
Wrestling,M,Freestyle Heavyweight,BRONZE,France
Wrestling,M,Greco-Roman Bantamweight,GOLD,Germany
Wrestling,M,Greco-Roman Bantamweight,SILVER,Czechoslovakia
Wrestling,M,Greco-Roman Bantamweight,BRONZE,Italy
Wrestling,M,Greco-Roman Featherweight,GOLD,Estonia
Wrestling,M,Greco-Roman Featherweight,SILVER,Sweden
Wrestling,M,Greco-Roman Featherweight,BRONZE,Italy
Wrestling,M,Greco-Roman Lightweight,GOLD,Hungary
Wrestling,M,Greco-Roman Lightweight,SILVER,Germany
Wrestling,M,Greco-Roman Middleweight,SILVER,Hungary
Wrestling,M,Greco-Roman Light Heavyweight,GOLD,Egypt
Wrestling,M,Greco-Roman Light Heavyweight,SILVER,Germany
Wrestling,M,Greco-Roman Heavyweight,GOLD,Sweden
Wrestling,M,Greco-Roman Heavyweight,BRONZE,Germany
Alpinism,M,Merit for Mountaineering,GOLD,Germany
Art Contests,M,Architectural Design,GOLD,France
Art Contests,M,Architectural Design,SILVER,United States
Art Contests,M,Architectural Design,BRONZE,Germany
Art Contests,M,Designs for Town Planning,GOLD,Great Britain
Art Contests,M,Designs for Town Planning,SILVER,Denmark
Art Contests,M,Designs for Town Planning,BRONZE,Belgium
Art Contests,M,Drawings and Water-Colours,GOLD,United States
Art Contests,M,Drawings and Water-Colours,SILVER,United States
Art Contests,M,Drawings and Water-Colours,BRONZE,Netherlands
Art Contests,M,Graphic Art,GOLD,United States
Art Contests,F,Graphic Art,SILVER,Poland
Art Contests,M,Literature,GOLD,Germany
Art Contests,M,Music,SILVER,Czechoslovakia
Art Contests,M,Paintings,GOLD,Sweden
Art Contests,F,Paintings,SILVER,United States
Art Contests,M,Sculpture,SILVER,Hungary
Art Contests,M,Sculpture,BRONZE,Czechoslovakia
Art Contests,M,Sculpture Medals,GOLD,Poland
Art Contests,M,Sculpture Medals,SILVER,United States
Art Contests,M,Sculpture Medals,BRONZE,Canada
Athletics,F,100m,GOLD,Poland
Athletics,F,100m,BRONZE,United States
Athletics,M,400m,BRONZE,Canada
Athletics,M,800m,SILVER,Canada
Athletics,M,800m,BRONZE,Canada
Athletics,M,1500m,GOLD,Italy
Athletics,M,1500m,BRONZE,Canada
Athletics,M,5000m,SILVER,United States
Athletics,M,5000m,BRONZE,Finland
Athletics,M,10000m,GOLD,Poland
Athletics,M,Marathon,GOLD,Argentina
Athletics,M,Marathon,SILVER,Great Britain
Athletics,F,80m Hurdles,GOLD,United States
Athletics,F,80m Hurdles,SILVER,United States
Athletics,F,80m Hurdles,BRONZE,South Africa
Athletics,M,110m Hurdles,BRONZE,Great Britain
Athletics,M,400m Hurdles,GOLD,Ireland
Athletics,M,3000m Steeplechase,SILVER,Great Britain
Athletics,M,3000m Steeplechase,BRONZE,United States
Athletics,M,4x100m Relay,BRONZE,Italy
Athletics,F,4x100m Relay,GOLD,United States
Athletics,F,4x100m Relay,SILVER,Canada
Athletics,F,4x100m Relay,BRONZE,Great Britain
Athletics,M,4x400m Relay,SILVER,Great Britain
Athletics,M,50km Walk,GOLD,Great Britain
Athletics,M,50km Walk,SILVER,Latvia
Athletics,M,50km Walk,BRONZE,Italy
Athletics,M,High Jump,GOLD,Canada
Athletics,M,High Jump,BRONZE,Philippines
Athletics,F,High Jump,GOLD,United States
Athletics,F,High Jump,SILVER,United States
Athletics,F,High Jump,BRONZE,Canada
Athletics,M,Long Jump,BRONZE,Japan
Athletics,M,Pole Vault,SILVER,Japan
Athletics,M,Triple Jump,BRONZE,Japan
Athletics,M,Discus Throw,BRONZE,France
Athletics,F,Discus Throw,GOLD,United States
Athletics,F,Discus Throw,BRONZE,Poland
Athletics,M,Hammer Throw,SILVER,Finland
Athletics,F,Javelin Throw,GOLD,United States
Athletics,F,Javelin Throw,SILVER,Germany
Athletics,F,Javelin Throw,BRONZE,Germany
Athletics,M,Shot Put,BRONZE,Czechoslovakia
Athletics,M,Decathlon,BRONZE,Germany
Bobsleigh,M,2-Man Bobsled,GOLD,United States
Bobsleigh,M,2-Man Bobsled,SILVER,Switzerland
Bobsleigh,M,2-Man Bobsled,BRONZE,United States
Bobsleigh,M,4-Man Bobsled,GOLD,United States
Bobsleigh,M,4-Man Bobsled,SILVER,United States
Bobsleigh,M,4-Man Bobsled,BRONZE,Germany
Boxing,M,Flyweight,SILVER,Mexico
Boxing,M,Bantamweight,GOLD,Canada
Boxing,M,Bantamweight,SILVER,Germany
Boxing,M,Bantamweight,BRONZE,Philippines
Boxing,M,Featherweight,GOLD,Argentina
Boxing,M,Featherweight,SILVER,Germany
Boxing,M,Featherweight,BRONZE,Sweden
Boxing,M,Lightweight,GOLD,South Africa
Boxing,M,Lightweight,SILVER,Sweden
Boxing,M,Welterweight,SILVER,Germany
Boxing,M,Welterweight,BRONZE,Finland
Boxing,M,Middleweight,SILVER,Argentina
Boxing,M,Middleweight,BRONZE,South Africa
Boxing,M,Light Heavyweight,GOLD,South Africa
Boxing,M,Light Heavyweight,SILVER,Italy
Boxing,M,Light Heavyweight,BRONZE,Denmark
Boxing,M,Heavyweight,SILVER,Italy
Cross-Country Skiing,M,18km,GOLD,Sweden
Cross-Country Skiing,M,18km,SILVER,Sweden
Cross-Country Skiing,M,50km,GOLD,Finland
Cross-Country Skiing,M,50km,SILVER,Finland
Cycling,M,Individual Road Race,GOLD,Italy
Cycling,M,Individual Road Race,SILVER,Italy
Cycling,M,Team Road Race,GOLD,Italy
Cycling,M,Team Road Race,SILVER,Denmark
Cycling,M,Individual Sprint,BRONZE,Italy
Cycling,M,1000m Time Trial,GOLD,Australia
Cycling,M,1000m Time Trial,BRONZE,France
Cycling,M,2000m Tandem,BRONZE,Denmark
Cycling,M,Team Pursuit,SILVER,France
Diving,F,Platform,BRONZE,United States
Equestrian,M,"Dressage, Individual",GOLD,France
Equestrian,M,"Dressage, Individual",BRONZE,United States
Equestrian,M,"Dressage, Team",GOLD,France
Equestrian,M,"Dressage, Team",BRONZE,United States
Equestrian,M,"Jumping, Individual",GOLD,Japan
Equestrian,M,"Jumping, Individual",SILVER,United States
Equestrian,M,"Three-Day Event, Individual",SILVER,United States
Equestrian,M,"Three-Day Event, Individual",BRONZE,Sweden
Equestrian,M,"Three-Day Event, Team",GOLD,United States
Equestrian,M,"Three-Day Event, Team",SILVER,Netherlands
Fencing,M,"Foil, Individual",SILVER,United States
Fencing,F,"Foil, Individual",GOLD,Austria
Fencing,F,"Foil, Individual",BRONZE,Hungary
Fencing,M,"Foil, Team",SILVER,Italy
Fencing,M,"Épée, Individual",GOLD,Italy
Fencing,M,"Épée, Individual",BRONZE,Italy
Fencing,M,"Épée, Team",SILVER,Italy
Fencing,M,"Épée, Team",BRONZE,United States
Field Hockey,M,Team,SILVER,Japan
Field Hockey,M,Team,BRONZE,United States
Figure Skating,M,Individual,GOLD,Austria
Figure Skating,M,Individual,BRONZE,Canada
Figure Skating,M,Pairs,SILVER,United States
Figure Skating,F,Pairs,SILVER,United States
Figure Skating,M,Pairs,BRONZE,Hungary
Figure Skating,F,Pairs,BRONZE,Hungary
Gymnastics,M,Individual All-around,SILVER,Hungary
Gymnastics,M,Individual All-around,BRONZE,Finland
Gymnastics,M,Floor Exercises,GOLD,Hungary
Gymnastics,M,Floor Exercises,SILVER,Switzerland
Gymnastics,M,Floor Exercises,BRONZE,Italy
Gymnastics,M,Horizontal Bar,SILVER,Finland
Gymnastics,M,Horizontal Bar,BRONZE,Finland
Gymnastics,M,Parallel Bars,GOLD,Italy
Gymnastics,M,Parallel Bars,SILVER,Hungary
Gymnastics,M,Parallel Bars,BRONZE,Finland
Gymnastics,M,Horse Vault,GOLD,Italy
Gymnastics,M,Horse Vault,SILVER,United States
Gymnastics,M,Pommelled Horse,GOLD,Hungary
Gymnastics,M,Pommelled Horse,SILVER,Italy
Gymnastics,M,Rings,BRONZE,Italy
Gymnastics,M,Tumbling,GOLD,United States
Gymnastics,M,Tumbling,SILVER,United States
Gymnastics,M,Tumbling,BRONZE,United States
Ice Hockey,M,Ice Hockey,BRONZE,Germany
Modern Pentathlon,M,Individual,BRONZE,United States
Rowing,M,Single Sculls,BRONZE,Uruguay
Rowing,M,Double Sculls,SILVER,Germany
Rowing,M,Double Sculls,BRONZE,Canada
Rowing,M,Coxless Pairs,SILVER,New Zealand
Rowing,M,Coxless Pairs,BRONZE,Poland
Rowing,M,Coxless Fours,SILVER,Germany
Rowing,M,Coxed Pairs,GOLD,United States
Rowing,M,Coxed Pairs,SILVER,Poland
Rowing,M,Coxed Fours,SILVER,Italy
Rowing,M,Coxed Eights,SILVER,Italy
Sailing,M,Mixed One Person Dinghy,GOLD,France
Sailing,M,Mixed One Person Dinghy,SILVER,Netherlands
Sailing,M,Mixed One Person Dinghy,BRONZE,Spain
Sailing,M,Mixed Two Person Keelboat,GOLD,United States
Sailing,M,Mixed Two Person Keelboat,SILVER,Great Britain
Sailing,M,Mixed Two Person Keelboat,BRONZE,Sweden
Sailing,M,6 Meter Class,GOLD,Sweden
Sailing,M,6 Meter Class,SILVER,United States
Sailing,M,6 Meter Class,BRONZE,Canada
Sailing,M,8 Meter Class,GOLD,United States
Sailing,M,8 Meter Class,SILVER,Canada
Shooting,M,25m Rapid-Fire Pistol,GOLD,Italy
Shooting,M,25m Rapid-Fire Pistol,SILVER,Germany
Shooting,M,25m Rapid-Fire Pistol,BRONZE,Italy
Shooting,M,"50m Small-Bore Rifle, Prone",GOLD,Sweden
Shooting,M,"50m Small-Bore Rifle, Prone",SILVER,Mexico
Shooting,M,"50m Small-Bore Rifle, Prone",BRONZE,Hungary
Ski Jumping,M,Normal Hill,BRONZE,Norway
Speed Skating,M,500m,BRONZE,Canada
Speed Skating,M,1500m,GOLD,United States
Speed Skating,M,1500m,SILVER,Canada
Speed Skating,M,1500m,BRONZE,Canada
Speed Skating,M,5000m,GOLD,United States
Speed Skating,M,5000m,SILVER,United States
Speed Skating,M,5000m,BRONZE,Canada
Speed Skating,M,10000m,GOLD,United States
Speed Skating,M,10000m,SILVER,Norway
Speed Skating,M,10000m,BRONZE,Canada
Swimming,M,100m Freestyle,GOLD,Japan
Swimming,M,100m Freestyle,SILVER,Japan
Swimming,F,100m Freestyle,SILVER,Netherlands
Swimming,M,400m Freestyle,SILVER,France
Swimming,M,400m Freestyle,BRONZE,Japan
Swimming,F,400m Freestyle,BRONZE,South Africa
Swimming,M,1500m Freestyle,GOLD,Japan
Swimming,M,1500m Freestyle,SILVER,Japan
Swimming,F,4x100m Freestyle Relay,SILVER,Netherlands
Swimming,F,4x100m Freestyle Relay,BRONZE,Great Britain
Swimming,M,4x200m Freestyle Relay,GOLD,Japan
Swimming,M,4x200m Freestyle Relay,BRONZE,Hungary
Swimming,M,100m Backstroke,GOLD,Japan
Swimming,M,100m Backstroke,SILVER,Japan
Swimming,M,100m Backstroke,BRONZE,Japan
Swimming,F,100m Backstroke,SILVER,Australia
Swimming,M,200m Breaststroke,SILVER,Japan
Swimming,F,200m Breaststroke,GOLD,Australia
Swimming,F,200m Breaststroke,SILVER,Japan
Swimming,F,200m Breaststroke,BRONZE,Denmark
Water Polo,M,Team,GOLD,Hungary
Water Polo,M,Team,SILVER,Germany
Weightlifting,M,Featherweight,GOLD,France
Weightlifting,M,Featherweight,SILVER,Germany
Weightlifting,M,Featherweight,BRONZE,United States
Weightlifting,M,Lightweight,BRONZE,Italy
Weightlifting,M,Middleweight,GOLD,Germany
Weightlifting,M,Middleweight,BRONZE,Austria
Weightlifting,M,Light Heavyweight,SILVER,Denmark
Weightlifting,M,Light Heavyweight,BRONZE,United States
Weightlifting,M,Heavyweight,GOLD,Czechoslovakia
Weightlifting,M,Heavyweight,SILVER,Czechoslovakia
Wrestling,M,Freestyle Bantamweight,SILVER,Hungary
Wrestling,M,Freestyle Bantamweight,BRONZE,Finland
Wrestling,M,Freestyle Featherweight,GOLD,Finland
Wrestling,M,Freestyle Featherweight,BRONZE,Sweden
Wrestling,M,Freestyle Lightweight,GOLD,France
Wrestling,M,Freestyle Lightweight,SILVER,Hungary
Wrestling,M,Freestyle Lightweight,BRONZE,Sweden
Wrestling,M,Freestyle Welterweight,SILVER,Canada
Wrestling,M,Freestyle Welterweight,BRONZE,Finland
Wrestling,M,Freestyle Middleweight,GOLD,Sweden
Wrestling,M,Freestyle Middleweight,BRONZE,Hungary
Wrestling,M,Freestyle Light Heavyweight,BRONZE,Australia
Wrestling,M,Freestyle Heavyweight,BRONZE,Austria
Wrestling,M,Greco-Roman Bantamweight,SILVER,Italy
Wrestling,M,Greco-Roman Bantamweight,BRONZE,France
Wrestling,M,Greco-Roman Featherweight,GOLD,Italy
Wrestling,M,Greco-Roman Lightweight,GOLD,Sweden
Wrestling,M,Greco-Roman Lightweight,BRONZE,Germany
Wrestling,M,Greco-Roman Welterweight,GOLD,Sweden
Wrestling,M,Greco-Roman Welterweight,SILVER,Finland
Wrestling,M,Greco-Roman Welterweight,BRONZE,Italy
Wrestling,M,Greco-Roman Middleweight,SILVER,Germany
Wrestling,M,Greco-Roman Middleweight,BRONZE,Sweden
Wrestling,M,Greco-Roman Light Heavyweight,BRONZE,Italy
Wrestling,M,Greco-Roman Heavyweight,SILVER,Czechoslovakia
Wrestling,M,Greco-Roman Heavyweight,BRONZE,Austria
Aeronautics,M,Mixed Aeronautics,GOLD,Switzerland
Alpine Skiing,M,Combined,GOLD,Germany
Alpine Skiing,M,Combined,SILVER,Germany
Alpine Skiing,M,Combined,BRONZE,France
Alpine Skiing,F,Combined,GOLD,Germany
Alpine Skiing,F,Combined,SILVER,Germany
Alpine Skiing,F,Combined,BRONZE,Norway
Alpinism,M,Mixed Alpinism,GOLD,Switzerland
Alpinism,F,Mixed Alpinism,GOLD,Switzerland
Art Contests,M,Applied Graphics,GOLD,Switzerland
Art Contests,M,Applied Graphics,SILVER,Germany
Art Contests,M,Applied Graphics,BRONZE,Poland
Art Contests,M,Architectural Design,GOLD,Austria
Art Contests,M,Architectural Design,SILVER,Germany
Art Contests,M,Architectural Design,BRONZE,Austria
Art Contests,M,Designs for Town Planning,SILVER,United States
Art Contests,M,Drawings and Water-Colours,SILVER,Italy
Art Contests,M,Drawings and Water-Colours,BRONZE,Japan
Art Contests,M,Literature Epic Works,GOLD,Finland
Art Contests,M,Literature Epic Works,BRONZE,Poland
Art Contests,M,Lyrics,GOLD,Germany
Art Contests,M,Lyrics,SILVER,Italy
Art Contests,M,Lyrics,BRONZE,Austria
Art Contests,M,Merit for Aeronautics,GOLD,Switzerland
Art Contests,M,Merit for Mountaineering,GOLD,Switzerland
Art Contests,F,Merit for Mountaineering,GOLD,Switzerland
Art Contests,M,Music: Composition for Orchestra,GOLD,Germany
Art Contests,M,Music: Composition for Orchestra,SILVER,Italy
Art Contests,M,Music: Composition for Orchestra,BRONZE,Czechoslovakia
Art Contests,M,Music: Composition for Voice,GOLD,Germany
Art Contests,M,Music: Composition for Voice,SILVER,Germany
Art Contests,M,Music: Composition for Voice,BRONZE,Germany
Art Contests,M,Paintings,SILVER,Austria
Art Contests,M,Paintings,BRONZE,Japan
Art Contests,M,Sculpture,GOLD,Italy
Art Contests,M,Sculpture,SILVER,Germany
Art Contests,M,Sculpture,BRONZE,Sweden
Art Contests,M,Sculpture Medals,SILVER,Italy
Art Contests,M,Sculpture Medals,BRONZE,Belgium
Art Contests,M,Sculpture Reliefs,GOLD,Germany
Art Contests,M,Sculpture Reliefs,SILVER,Poland
Athletics,M,100m,BRONZE,Netherlands
Athletics,F,100m,SILVER,Poland
Athletics,F,100m,BRONZE,Germany
Athletics,M,200m,BRONZE,Netherlands
Athletics,M,1500m,GOLD,New Zealand
Athletics,M,1500m,BRONZE,Italy
Athletics,M,Marathon,GOLD,Japan
Athletics,M,Marathon,BRONZE,Japan
Athletics,F,80m Hurdles,GOLD,Italy
Athletics,F,80m Hurdles,SILVER,Germany
Athletics,F,80m Hurdles,BRONZE,Canada
Athletics,M,400m Hurdles,SILVER,Canada
Athletics,M,400m Hurdles,BRONZE,Philippines
Athletics,M,3000m Steeplechase,BRONZE,Germany
Athletics,M,4x100m Relay,SILVER,Italy
Athletics,M,4x100m Relay,BRONZE,Germany
Athletics,F,4x100m Relay,SILVER,Great Britain
Athletics,F,4x100m Relay,BRONZE,Canada
Athletics,M,4x400m Relay,SILVER,United States
Athletics,M,4x400m Relay,BRONZE,Germany
Athletics,M,50km Walk,SILVER,Switzerland
Athletics,M,50km Walk,BRONZE,Latvia
Athletics,F,High Jump,GOLD,Hungary
Athletics,F,High Jump,SILVER,Great Britain
Athletics,F,High Jump,BRONZE,Germany
Athletics,M,Long Jump,SILVER,Germany
Athletics,M,Pole Vault,BRONZE,Japan
Athletics,M,Triple Jump,SILVER,Japan
Athletics,M,Triple Jump,BRONZE,Australia
Athletics,M,Discus Throw,BRONZE,Italy
Athletics,F,Discus Throw,GOLD,Germany
Athletics,F,Discus Throw,SILVER,Poland
Athletics,F,Discus Throw,BRONZE,Germany
Athletics,M,Hammer Throw,GOLD,Germany
Athletics,M,Hammer Throw,SILVER,Germany
Athletics,M,Hammer Throw,BRONZE,Sweden
Athletics,M,Javelin Throw,GOLD,Germany
Athletics,F,Javelin Throw,GOLD,Germany
Athletics,F,Javelin Throw,BRONZE,Poland
Athletics,M,Shot Put,GOLD,Germany
Basketball,M,Team,GOLD,United States
Basketball,M,Team,SILVER,Canada
Basketball,M,Team,BRONZE,Mexico
Bobsleigh,M,4-Man Bobsled,SILVER,Switzerland
Bobsleigh,M,4-Man Bobsled,BRONZE,Great Britain
Boxing,M,Flyweight,GOLD,Germany
Boxing,M,Flyweight,SILVER,Italy
Boxing,M,Bantamweight,BRONZE,Mexico
Boxing,M,Featherweight,SILVER,South Africa
Boxing,M,Featherweight,BRONZE,Germany
Boxing,M,Lightweight,GOLD,Hungary
Boxing,M,Lightweight,SILVER,Estonia
Boxing,M,Welterweight,GOLD,Finland
Boxing,M,Welterweight,BRONZE,Denmark
Boxing,M,Middleweight,GOLD,France
Boxing,M,Middleweight,SILVER,Norway
Boxing,M,Middleweight,BRONZE,Argentina
Boxing,M,Light Heavyweight,GOLD,France
Boxing,M,Light Heavyweight,BRONZE,Argentina
Boxing,M,Heavyweight,GOLD,Germany
Boxing,M,Heavyweight,SILVER,Argentina
Boxing,M,Heavyweight,BRONZE,Norway
Canoeing,M,C1 1000m Canadian Singles,GOLD,Canada
Canoeing,M,C1 1000m Canadian Singles,SILVER,Czechoslovakia
Canoeing,M,C1 1000m Canadian Singles,BRONZE,Germany
Canoeing,M,C2 1000m Canadian Pairs,GOLD,Czechoslovakia
Canoeing,M,C2 1000m Canadian Pairs,SILVER,Austria
Canoeing,M,C2 1000m Canadian Pairs,BRONZE,Canada
Canoeing,M,C2 10000m Canadian Pairs,GOLD,Czechoslovakia
Canoeing,M,C2 10000m Canadian Pairs,SILVER,Canada
Canoeing,M,C2 10000m Canadian Pairs,BRONZE,Austria
Canoeing,M,K1 1000m Kayak Singles,GOLD,Austria
Canoeing,M,K1 1000m Kayak Singles,SILVER,Germany
Canoeing,M,K1 1000m Kayak Singles,BRONZE,Netherlands
Canoeing,M,K1 10000m Kayak Singles,GOLD,Germany
Canoeing,M,K1 10000m Kayak Singles,SILVER,Austria
Canoeing,M,K1 10000m Kayak Singles,BRONZE,United States
Canoeing,M,F1 10000m Folding Kayak Singles,GOLD,Austria
Canoeing,M,F1 10000m Folding Kayak Singles,SILVER,France
Canoeing,M,F1 10000m Folding Kayak Singles,BRONZE,Germany
Canoeing,M,K2 1000m Kayak Pairs,GOLD,Austria
Canoeing,M,K2 1000m Kayak Pairs,SILVER,Germany
Canoeing,M,K2 1000m Kayak Pairs,BRONZE,Netherlands
Canoeing,M,K2 10000m Kayak Pairs,GOLD,Germany
Canoeing,M,K2 10000m Kayak Pairs,SILVER,Austria
Canoeing,M,K2 10000m Kayak Pairs,BRONZE,Sweden
Canoeing,M,F2 10000m Folding Kayak Pairs,GOLD,Sweden
Canoeing,M,F2 10000m Folding Kayak Pairs,SILVER,Germany
Canoeing,M,F2 10000m Folding Kayak Pairs,BRONZE,Netherlands
Cross-Country Skiing,M,4x10km Relay,GOLD,Finland
Cross-Country Skiing,M,4x10km Relay,SILVER,Norway
Cross-Country Skiing,M,4x10km Relay,BRONZE,Sweden
Cycling,M,Individual Road Race,BRONZE,Switzerland
Cycling,M,Team Road Race,SILVER,Switzerland
Cycling,M,1000m Time Trial,GOLD,Netherlands
Cycling,M,1000m Time Trial,SILVER,France
Cycling,M,1000m Time Trial,BRONZE,Germany
Cycling,M,2000m Tandem,GOLD,Germany
Cycling,M,2000m Tandem,SILVER,Netherlands
Cycling,M,2000m Tandem,BRONZE,France
Cycling,M,Team Pursuit,GOLD,France
Cycling,M,Team Pursuit,SILVER,Italy
Diving,F,Platform,BRONZE,Germany
Equestrian,M,"Dressage, Individual",SILVER,Germany
Equestrian,M,"Dressage, Individual",BRONZE,Austria
Equestrian,M,"Dressage, Team",SILVER,France
Equestrian,M,"Dressage, Team",BRONZE,Sweden
Equestrian,M,"Jumping, Individual",GOLD,Germany
Equestrian,M,"Jumping, Individual",SILVER,Romania
Equestrian,M,"Jumping, Individual",BRONZE,Hungary
Equestrian,M,"Jumping, Team",GOLD,Germany
Equestrian,M,"Jumping, Team",SILVER,Netherlands
Equestrian,M,"Three-Day Event, Individual",GOLD,Germany
Equestrian,M,"Three-Day Event, Individual",BRONZE,Denmark
Equestrian,M,"Three-Day Event, Team",GOLD,Germany
Equestrian,M,"Three-Day Event, Team",SILVER,Poland
Equestrian,M,"Three-Day Event, Team",BRONZE,Great Britain
Fencing,F,"Foil, Individual",GOLD,Hungary
Fencing,F,"Foil, Individual",SILVER,Germany
Fencing,F,"Foil, Individual",BRONZE,Austria
Fencing,M,"Foil, Team",BRONZE,Germany
Fencing,M,"Épée, Individual",SILVER,Italy
Fencing,M,"Épée, Team",SILVER,Sweden
Fencing,M,"Sabre, Team",BRONZE,Germany
Field Hockey,M,Team,SILVER,Germany
Field Hockey,M,Team,BRONZE,Netherlands
Figure Skating,M,Individual,SILVER,Germany
Figure Skating,M,Individual,BRONZE,Austria
Figure Skating,F,Individual,SILVER,Great Britain
Figure Skating,F,Individual,BRONZE,Sweden
Football,M,Team Soccer,GOLD,Italy
Football,M,Team Soccer,SILVER,Austria
Football,M,Team Soccer,BRONZE,Norway
Gymnastics,M,Individual All-around,GOLD,Germany
Gymnastics,M,Individual All-around,BRONZE,Germany
Gymnastics,M,Team All-Around,GOLD,Germany
Gymnastics,M,Team All-Around,SILVER,Switzerland
Gymnastics,F,Team All-Around,GOLD,Germany
Gymnastics,F,Team All-Around,SILVER,Czechoslovakia
Gymnastics,F,Team All-Around,BRONZE,Hungary
Gymnastics,M,Floor Exercises,GOLD,Switzerland
Gymnastics,M,Floor Exercises,BRONZE,Germany
Gymnastics,M,Floor Exercises,BRONZE,Switzerland
Gymnastics,M,Horizontal Bar,GOLD,Finland
Gymnastics,M,Horizontal Bar,BRONZE,Germany
